Arttırılabilir Azami Bellek:,Bağlantı Girişleri:,Bağlantılar:,Cihaz Ağırlığı:,Dokunmatik Ekran:,Ekran Boyutu:,Ekran Kartı Bellek Tipi:,Ekran Kartı Hafızası:,Ekran Kartı Tipi:,Ekran Kartı:,Ekran Özelliği:,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,İşlemci Frekansı:,İşlemci Hızı (GHz):,İşlemci Modeli:,İşlemci Nesli:,İşlemci Tipi:,İşlemci Çekirdek Sayısı:,İşletim Sistemi:,Şarjlı Kullanım Süresi:,url,price
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1366 x 768,,,10110U,10. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//hp/15-da2044nt-1e0s2ea06-i3-10110u-16gb-256ssd-15-6-w10h-hd-tasinabilir-bilgisayar-p-62566716,6.449 TL
,,,2 kg ve Altı,Yok,14 inç,SD,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,12 GB,Gri,256 GB,,,1366 x 768,,,3250U,Ryzen,AMD Ryzen 3,2,Windows,,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-12gb-256gb-ssd-windows-10-home-14-hd-81w00057txa9-p-59166444,"6.216,77 TL"
,,,2 - 4 kg,Yok,"17,3 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,9750H,9. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//lenovo/ideapad-l340-intel-core-i7-9750h-16gb-1tb-512gb-ssd-gtx1650-fdos-17-3-fhd-81ll000ytx1-p-59107224,"14.623,76 TL"
16 GB,,HDMI,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,HD Ready,,,1 GB,Numerik Tuşlu,Ofis - İş,Yok,,TN,8 GB,Gri,256 GB,Gri,Full HD (FHD),1920 x 1080,,43497,1035G1,10. Nesil,Intel Core i9,6,Free Dos,3 Saat ve Altı,https://www.trendyol.com//lenovo/thinkbook-i5-1035g1-8gb-256gb-ssd-dos-15-6-fhd-20sm0038tx-p-42830144,7.399 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,24 GB,Siyah,512 GB,,,1920 x 1080,,,4600U,Ryzen,AMD Ryzen 7,6,Free Dos,,https://www.trendyol.com//lenovo/e15-20t8001utx16-ryzen7-4700u-24gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-58926218,8.449 TL
32 GB,,HDMI,2 - 4 kg,Yok,"17,3 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070 Super,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlu,Oyun,Yok,,IPS,32 GB,Siyah,1 TB,,Full HD (FHD),1920 x 1080,,43497,10750H,10. Nesil,Intel Core i7,8,Free Dos,3 Saat ve Altı,https://www.trendyol.com//msi/ge75-raider-10sfs-404xtr-i7-10875h-32gb-1tb-ssd-8gb-rtx2070-super-17-3-240hz-freedos-p-46077484,"23.999,01 TL"
,,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici,Paylaşımlı,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,IPS,8 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,,,8265U,8. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//hp/probook-450-g6-intel-core-i5-8265u-8gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-6mq73ea-p-5996767,6.800 TL
,,,2 kg ve Altı,Yok,"15,6 inç",DDR4,1 GB,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Blu-Ray Okuyucu,,,4 GB,Beyaz,256 GB,,Full HD (FHD),1920 x 1080,,,8550U,5. Nesil,Intel Core i7,8,Free Dos,,https://www.trendyol.com//hp/por-g7-430-i7-10u-8gb-256-13-3-wp-p-44600175,"7.832,40 TL"
16 GB,,HDMI,2 kg ve Altı,Var,"13,3 inç",DDR5,Paylaşımlı,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlar Yok,Ev - Okul,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,,43497,7200U,7. Nesil,Intel Core i5,6,Windows,3 Saat ve Altı,https://www.trendyol.com//hp/probook-x360-435-g7-1f3h5ea-ryzen-5-4500u-8gb-256gb-ssd-13-3-touch-windows-10-pro-laptop-p-51366221,"7.993,10 TL"
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Distribütör Garantili,,,,1 TB,Numerik Tuşlu Aydınlatmalı,Oyun,Yok,,IPS,16 GB,,256 GB,,Full HD (FHD),1920 x 1080,,,9750H,9. Nesil,Intel Core i7,6,Free Dos,4 - 6 Saat,https://www.trendyol.com//hp/omen-gaming-nb-15-dh012nt-7bu36ea-i7-9750h-16gb-256ssd-1tb-hdd-rtx2070-8gb-ddr6-15-6-uhd-ips-dos-p-25461109,15.999 TL
,,USB,2 - 4 kg,Yok,"15,6 inç",DDR5,2 GB,Harici,Nvidia GeForce MX110,Full HD,Distribütör Garantili,,Yok,1 TB,Yok,Q Türkçe,Ev - Okul,Yok,,IPS,4 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,,,8265U,8. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//hp/450-g7-968ea-i5-10210u-8gb-256ssd-15-6-freedos-fullhd-tasinabilir-bilgisayar-p-46682639,7.200 TL
,,USB,2 - 4 kg,Yok,"15,6 inç",DDR5,2 GB,Harici,Nvidia GeForce MX110,Full HD,Distribütör Garantili,,Yok,1 TB,Yok,Q Türkçe,Ev - Okul,Yok,,IPS,4 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,,,8265U,8. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//lenovo/thinkbook-plus-20tg005rtx-i7-10510u-16gb-512gb-ssd-13-3-w10pro-cift-ekran-touch-p-47900251,11.599 TL
,,,2 kg ve Altı,Yok,"15,6 inç",DDR5,2 GB,Harici,Nvidia GeForce MX110,Full HD,İthalatçı Garantili,,,,250 GB,Q Türkçe,Oyun,DVD Okuyucu,,,4 GB,Altın,256 GB,,,1920 x 1080,,,1035G1,10. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//asus/x509jb-core-i5-1035g1-1-0ghz-4gb-ram-256gb-ssd-15-6-mx110-2gb-p-59393844,7.000 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel HD Graphics,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1366 x 768,,,7020U,7. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//lenovo/ideapad-s145-15ikb-intel-core-i3-7020u-8gb-256gb-ssd-freedos-15-6-81vd00e7tx1-p-64958140,6.199 TL
,,,2 kg ve Altı,Var,"15,6 inç",DDR4,4 GB ve altı,Dahili,Intel HD 620,Full HD,Distribütör Garantili,,,,256 GB,Aydınlatmalı,Ofis - İş,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,,,8550U,8. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//toshiba/siyah-portege-x30-e-19q-dokunmatik-ekran-dizustu-bilgisayar-p-63118848,17.549 TL
,,,2 - 4 kg,Yok,14 inç,SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//lenovo/e14-20ra003wtx11-i5-10210u-16gb-1tb-1tbssd-w10p-14-fullhd-tasinabilir-bilgisayar-p-63116416,10.299 TL
,,,2 - 4 kg,Yok,"17,3 inç",GDDR6,16 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia Quadro RTX 5000,QHD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,3840 x 2160,,,2200U,10. Nesil,Intel Core i7,8,Windows,,https://www.trendyol.com//lenovo/p73-e-2276m-20qr002xtx-16gb-1tb-ssd-rtx5000-w10pro-17-3-uhd-tasinabilir-bilgisayar-p-47020502,51.300 TL
,,,2 - 4 kg,Yok,14 inç,GDDR5,2 GB,Harici,AMD Radeon RX 640,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//lenovo/e14-i5-10210u-16gb-1tb-512gb-ssd-20ra005gtxz28-w10p-14-fhd-p-50798024,"10.211,08 TL"
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,Paylaşımlı,Dahili,Intel HD Graphics 620,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/dell-latitude-3510-n011l351015emea_u-i5-10210u-8gb-256gb-ssd-15-6-dos-p-57597022,6.599 TL
,,Bluetooth,2 kg ve Altı,Yok,14 inç,GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Oyun,DVD Yazıcı,,,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,,1 - 2,10710U,10. Nesil,Intel Core i7,4,Windows,,https://www.trendyol.com//msi/prestige-14-a10sc-019tr-intel-core-i7-10710u-16gb-ddr4-gtx1650-gddr5-4gb-512gb-ssd-14-fhd-w10-p-32106976,17.500 TL
,,HDMI,2 kg ve Altı,Yok,"15,6 inç",DDR,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Gri,512 GB,,HD Ready (HD),1366 x 768,,2 - 3,3500U,Ryzen,AMD Ryzen 5,4,Free Dos,4 - 6 Saat,https://www.trendyol.com//lenovo/v15-ada-82c7001jtx-amd-ryzen-5-3500u-8gb-512-ssd-freedos-15-6-tasinabilir-bilgisayar-p-42379256,6.349 TL
,,,2 kg ve Altı,Yok,14 inç,DDR,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,Var,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,,,10510U,10. Nesil,Intel Core i7,4,Windows,3 Saat ve Altı,https://www.trendyol.com//lenovo/thinkpad-e14-intel-i7-10510u-16gb-256gb-ssd-win-10-pro-dizustu-bilgisayar-20ra005ctxt19-p-56496653,9.699 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,3250U,Ryzen,AMD Ryzen 3,2,Windows,,https://www.trendyol.com//asus/d509da7-ej887a7-amd-ryzen-3-3250u-8gb-512gb-ssd-w10-home-15-6-fhd-p-53762863,"6.663,25 TL"
,,Bluetooth,2 kg ve Altı,Var,14 inç,DDR4,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,,,10510U,10. Nesil,Intel Core i7,4,Windows,6 Saat ve Üstü,https://www.trendyol.com//lenovo/yoga-c740-81tc000ytx-i7-10510u-8gb-512ssd-14-fhd-w10-notebook-p-34194601,13.479 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,12 GB,Gri,256 GB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 9,4,Free Dos,,https://www.trendyol.com//asus/d509dj-ej119a3-ryzen7-3700u-12gb-256ssd-mx230-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65088233,7.299 TL
32 GB,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Beyaz,256 GB,,,1366 x 768,,,1005G1,10. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//exa/trend-3t2-i3-1005g1-8gb-256gb-15-6-hd-dos-intel-uhd-graphics-freedos-p-65007529,4.449 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB ve altı,Harici,Nvidia Quadro P520,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Siyah,1 TB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/precision-m3551-p3-intel-core-i5-10300h-32gb-1tb-ssd-p620-windows-10-pro-15-6-fhd-nb-p-63104029,13.999 TL
,,,2 - 4 kg,Yok,"17,3 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,,,2 TB,Q Türkçe,Oyun,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,9750H,9. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//lenovo/ideapad-l340-intel-core-i7-9750h-32gb-2tb-1tb-ssd-gtx1650-w10-home-17-3-fhd-81ll000ytx34-p-62786856,"17.692,59 TL"
,,,2 - 4 kg,Yok,"15,6 inç",DDR,Paylaşımlı,Dahili,Intel HD Graphics 520,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,256 GB,,,1366 x 768,,,N3350,1. Nesil,Intel Celeron,2,Free Dos,,https://www.trendyol.com//asus/x540na-gq063z2-celeron-n3350-4gb-256gb-ssd-fdos-15-6-p-60123018,"4.581,30 TL"
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,8,Free Dos,,https://www.trendyol.com//dell/g315-4b750f85c01-i7-10750h-8gb-256ssd-gtx1650ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-59123728,10.849 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR5,Paylaşımlı,Dahili,AMD Radeon Vega 10,Full HD,Distribütör Garantili,,,,Yok,Numerik Tuşlu Aydınlatmalı,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,4405U,Ryzen,AMD Ryzen 7,4,Windows,,https://www.trendyol.com//lenovo/thinkpad-l15-amd-r7-pro-4750u-16gb-512gb-ssd-20u7001ytxz34-w10p-15-6-fhd-p-54755029,"10.641,66 TL"
,,,2 kg ve Altı,Yok,"10,1 inç",DDR3,6 GB,Dahili,AMD R7 250,Retina,İthalatçı Garantili,,,,4 TB ve üstü,Aydınlatmalı,Tasarım,DVD Okuyucu,,,8 GB,Kahverengi,256 GB,,,1920 x 1200,,,8750H,6. Nesil,Intel Core M,2,Linux,,https://www.trendyol.com//asus/p5440fa-bm1312-i5-8265u-8gb-512gb-14-dosas-p5440fa-bm1312-i5-8265u-8gb-512gb-14-dos-p-54711176,7.995 TL
,,,2 kg ve Altı,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,AMD,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Gri,256 GB,,,1920 x 1080,,,3250U,3. Nesil,AMD,2,Free Dos,,https://www.trendyol.com//lenovo/v15-ada-amd-3020e-8gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82c7008gtx7-p-56872400,5.199 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,Paylaşımlı,Dahili,Intel UHD Graphics 620,4K Ultra HD,İthalatçı Garantili,,,,Yok,Q İngilizce,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,3840 x 2160,,,8565U,8. Nesil,Intel Core i7,4,Windows,,https://www.trendyol.com//lenovo/thinkpad-x1-carbon-gen7-20qd00kwuk-core-i7-8565u-p-62262118,16.000 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/5490-n4106vn5490emea_u-i5-10210u-8gb-256gb-ssd-14-fd-p-49329356,6.999 TL
,,,2 - 4 kg,Yok,14 inç,GDDR5,2 GB,Harici,AMD Radeon 620,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,1035G1,10. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//lenovo/14-20sl0045tx-i5-1035g1-8gb-512ssd-2gb-14-fullhd-freedos-tasinabilir-bilgisayar-p-42764059,7.499 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,1,Free Dos,,https://www.trendyol.com//lenovo/e15-20rd0067tx04-intel-core-i5-10210u-8-gb-256-gb-ssd-15-6-inch-freedos-p-41195211,8.797 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,Yok,,,16 GB,Siyah,256 GB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,8,Free Dos,,https://www.trendyol.com//dell/g315-4b750f85c09-i7-10750h-16gb-1tb-256ssd-gtx1650ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-58933126,11.599 TL
,,USB,2 - 4 kg,Var,"12,5 inç",DDR3,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,Var,,Yok,Aydınlatmalı,Ev - Okul,Yok,,IPS,8 GB,Siyah,512 GB,,,1920 x 1080,,,7500U,7. Nesil,Intel Core i7,2,Windows,6 Saat ve Üstü,https://www.trendyol.com//toshiba/portege-x20w-d-10v-i7-7500u-2-7-ghz-8gb-512gb-ssd-12-5-fhd-touch-tumlesik-vga-win10-pro-ca-p-2573751,13.900 TL
,,,2 - 4 kg,Yok,"15,6 inç",,4 GB,,Nvidia GeForce GTX1650,,,,,,1 TB,Q Türkçe,Oyun,Yok,,,8 GB,,128 GB,,,,,,3750H,Ryzen,AMD Ryzen 7,4,Free Dos,,https://www.trendyol.com//hp/pavilion-15-ec0001nt-ryzen-7-3750h-8gb-1tb-128-ssd-4gb-freedos-15-6-fhd-7we76ea-p-34346100,9.999 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Metalik,1 TB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//hp/envy-284m0ea-intel-i7-10750h-16gb-1tb-ssd-4gb-1650ti-15-6-fd-p-57195714,14.300 TL
16 GB,,HDMI,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX110,HD,Distribütör Garantili,HD Ready,Var,,256 GB,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Gri,256 GB,,HD Ready (HD),1366 x 768,3.00 GHz üstü,1 - 2,10210U,10. Nesil,Intel Core i5,4,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//hp/15-da2067nt-intel-core-i5-10210u-4gb-256gb-ssd-mx110-freedos-15-6-tasinabilir-bilgisayar-1s7w8ea-p-49009418,5.999 TL
,,Bluetooth,2 - 4 kg,Var,"13,3 inç",DDR4,Paylaşımlı,Harici,Intel Iris Pro Graphics,Full HD,İthalatçı Garantili,HD Ready,Yok,,Yok,Q İngilizce,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,,2160 x 1440,,1 - 2,1065G7,10. Nesil,Intel Core i7,4,Windows,6 Saat ve Üstü,https://www.trendyol.com//microsoft/surface-laptop-3-intel-i7-1065g7-16gb-512gb-ssd-13-5-win-10-pro-platin-qxs-00001-p-54545013,21.499 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB ve altı,Harici,Nvidia Quadro T1000,QHD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,64 GB,Siyah,1 TB,,,3840 x 2160,,,10710U,10. Nesil,Intel Xeon,8,Windows,,https://www.trendyol.com//dell/precision-m5550-t8-w-10855m-64gb-1tb-ssd-t1000-w10pro-15-6-fhd-tasinabilir-is-istasyonu-p-48884010,33.905 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,2 GB,Harici,Nvidia GeForce MX330,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,1035G1,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/vostro-5401-n4105bpvn5401emea13-i5-1035g1-32gb-1tbssd-2gb-freedos-14-fhd-nb-p-48816106,9.089 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,Yok,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//lenovo/e14-20ra005dtx-i5-10210u-8gb-1tb-14-fullhd-freedos-tasinabilir-bilgisayar-p-42764399,"6.878,40 TL"
32 GB,,HDMI,2 - 4 kg,Yok,"17,3 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2060,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlu,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,,43497,10750H,10. Nesil,Intel Core i7,6,Windows,3 Saat ve Altı,https://www.trendyol.com//msi/gl75-leopard-10ser-256tr-intel-core-i7-10750h-16gb-512gb-ssd-6gb-rtx2060-17-3-144hz-freedos-p-42506299,18.499 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 7,4,Windows,,https://www.trendyol.com//asus/d509dj-ej119z19-amd-r7-3700u-8gb-256gb-ssd-w10p-mx230-15-6-fhd-p-65304174,"10.329,13 TL"
,,,2 kg ve Altı,Yok,14 inç,SD,Paylaşımlı,Dahili,Intel UHD Graphics 600,HD,Distribütör Garantili,,,,240,Q Türkçe,Ev - Okul,Yok,,,4 GB,Gümüş,240 GB,,,1366 x 768,,,5005U,5. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//casper/nirvana-c350-5005-4u00t-nb-p-65214346,4.999 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1366 x 768,,,10110U,10. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//hp/15-da2044nt-1e0s2ea03-i3-10110u-8gb-256ssd-15-6-w10h-hd-tasinabilir-bilgisayar-p-65073906,6.199 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX 1050,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-81y400d9tx04-i5-10300h-16gb-512ssd-4gb-15-6-fullhd-freedos-p-63104320,8.999 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici,AMD Radeon RX 640,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,Yok,,,1920 x 1080,,1 - 2,10510U,10. Nesil,Intel Core i7,4,Free Dos,,https://www.trendyol.com//lenovo/e15-i7-10510u-8gb-1tb-20rds03700n5-fdos-15-6-fhd-p-63085923,"11.692,58 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Gri,512 GB,,,1920 x 1080,,,3500U,Ryzen,AMD Ryzen 5,2,Free Dos,,https://www.trendyol.com//asus/d509da-ej181a7-amd-ryzen-5-3500u-20gb-512gb-ssd-freedos-15-6-fhd-p-63016963,"10.611,04 TL"
,,,2 - 4 kg,Yok,"15,6 inç",DDR,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,4 GB,Siyah,256 GB,,,1366 x 768,,,1005G1,10. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//dell/vostro-hd-led-freedos-notebook-3501-n6502vn3501emea0_u-i3-1005g1-4gb-256gb-ssd-o-b-15-6-p-63009364,9.999 TL
,,,2 kg ve Altı,Yok,"17,3 inç",GDDR5,6 GB,Harici,Nvidia GeForce RTX 2080,Full HD,Distribütör Garantili,,,,32 GB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,512 GB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,8,Windows,,https://www.trendyol.com//dell/precision-m5750-u0-intel-core-i7-10750h-32gb-512gb-ssd-rtx3000-windows-10-pro-17-3-fhd-nb-p-62997068,29.299 TL
